Label,Message
1,The worst TD brunch the manger he has his own rolls bad costumer service I wish I can rate it less thin one star
1,"This TD branch is the most inefficient, unhelpful branch I have ever experienced. My most recent unpleasant experience with them happened five days ago, when I went there to ask for a standard recommendation letter for an apartment rental application. It is over 12 years I am with TD and I have several accounts with tens of thousands dollars savings and investments but like any sane person I keep the minimum required money in my chequing account. The lady at the help desk directed me to the manager of the branch (or someone who was in charge of the actual manager). To my surprise he told me that the only thing he would write in the recommendation form would be the amount in my chequing. Less than an hour before that I was at RBC and the nice assistant there, without me even asking her, wrote me the total amount of my assets with RBC. I told it to the TD branch manager and he, in a relatively rude manner, told me he was not comfortable doing that. I asked him if instead of writing the total amount of my assets he could simply write the information about the account with maximum investment in it (that has been there for several years now) and he said he could not. I asked him not to fill out the form. Took it back and went to the TD branch at Bay and Bloor where the friendly staff did precisely what RBC staff had done for me, without even me asking him to do so (that means it is something standard, at least is not unjust). He also gave me a certified print out of brief history I have with TD, confirming that I have been a long term trustworthy client. I am happy that this nonsense policy that used in Bay-College is not TD's overall policy, but I am very disappointed at the branch at Bay and College by having such unhelpful (in its best interpretation) staff there. It is also worth mentioning that this was not the only non-pleasant experience I have had with this TD branch. Long line ups are normal in certain hours especially for branches at main intersections, but after waiting in those lines, having unfriendly faces and staff who shoot you to each other for simple tasks -those that other branches do quickly and hassle-free for the clients- means this branch needs a real investigation by TD, if they want to keep their clients happy."
2,"Friendly staff. However, they cannot perform their job well. Messy handwriting and they spelled my name completely wrong."
1,"Just a caution to everyone: the staff here are unprofessional, not properly trained and makes serious errors. I went to deposit a large amount cheque and the customer service rep and the customer service manager both failed to negotiate the cheque correctly. The amount they deposited to my account did not match the amount on the cheque. This happened two weeks ago and the issue is still not resolved. Truly shocking that people with insufficient training is allowed to handle our money! I can understand and tolerate occasional errors from a customer service rep but a manager who fails to read the correct amount on a cheque is somewhat disturbing. Please check your transaction receipt carefully if you decide to visit this branch."
5,
5,"i went late afternoon today, as usual it was very busy and quite a bit of a wait to see the teller, but i would like to comment on how lovely the customer service was, whilst in line and at the teller. there were employees who walked along the people waiting in line asking individually if they could be of any service, though most of us had to deposit or withdraw money. they were very polite and this helped speed up the wait a little bit. once i was at the teller, the man who helped me was very kind and cheerful. all the employees seemed happy and patient, even though it was busy. great customer service at this branch, i would definitely be visiting again!"
3,One of the busier locations for the branch. Don't try going at lunch time - the lineup goes out the door!
4,Convenient to the Hospital District
5,Convenient location
5,Very convenient location
4,Friendly customer manager
2,"I've been there for two appointments and was kept waiting for 10 min each time. However, the staff are friendly."
4,
